#	rank	protein_a	protein_b	d_AB	s_AB
301	GP160 [Jurkat]	VIF [HEK]	0.709770114943	-0.469507175564
302	P6 [Jurkat]	VIF [HEK]	0.702586206897	-0.46937104933
303	MA [HEK]	POL [HEK]	0.720733427362	-0.469178963126
304	GAG [Jurkat]	GP160 [Jurkat]	0.718192627824	-0.469089192028
305	GP120 [HEK]	RT [Jurkat]	0.748792270531	-0.468899351572
306	GP120 [HEK]	VIF [Jurkat]	0.700139470014	-0.468207911082
307	GP160 [HEK]	VPR [Jurkat]	0.742152466368	-0.468065865392
308	NC [HEK]	REV [Jurkat]	0.732379979571	-0.467887400108
309	GP120 [Jurkat]	IN [HEK]	0.706930693069	-0.467774738485
310	IN [HEK]	VIF [Jurkat]	0.677073170732	-0.46709006118
311	RT [Jurkat]	VIF [HEK]	0.705059203445	-0.466595122622
312	NEF [HEK]	RT [HEK]	0.739320920044	-0.466510211352
313	P6 [Jurkat]	VPR [HEK]	0.77094972067	-0.466363013412
314	GAG [HEK]	P6 [Jurkat]	0.735810113519	-0.466136932689
315	GP160 [HEK]	NEF [HEK]	0.777777777778	-0.464525714782
316	POL [Jurkat]	TAT [Jurkat]	0.703125	-0.46358502569
317	GAG [Jurkat]	MA [HEK]	0.715821812596	-0.462376884285
318	GP120 [Jurkat]	PR [HEK]	0.724061810155	-0.46113313189
319	GP160 [HEK]	GP41 [Jurkat]	0.779336734694	-0.461129275713
320	GP120 [Jurkat]	POL [HEK]	0.71147161066	-0.461098896995
321	GP160 [HEK]	MA [HEK]	0.763285024155	-0.461092054864
322	GP160 [HEK]	PR [HEK]	0.753407682776	-0.460740263673
323	GP160 [HEK]	P6 [Jurkat]	0.765467625899	-0.460672541811
324	POL [HEK]	POL [Jurkat]	0.695167286245	-0.460351654315
325	GP120 [HEK]	PR [HEK]	0.745901639344	-0.460100691658
326	GP41 [Jurkat]	VIF [Jurkat]	0.721603563474	-0.459367242885
327	NEF [HEK]	NEF [Jurkat]	0.759545923633	-0.459103091274
328	CA [Jurkat]	PR [Jurkat]	0.728	-0.458714644328
329	CA [Jurkat]	POL [Jurkat]	0.702239789196	-0.458609156045
330	GAG [Jurkat]	GP41 [Jurkat]	0.735872235872	-0.458415392397
331	GP120 [HEK]	P6 [Jurkat]	0.759677419355	-0.458317132909
332	GP120 [Jurkat]	PR [Jurkat]	0.728729963009	-0.458166360764
333	CA [Jurkat]	Pol [HEK]	0.707454289733	-0.457752432102
334	GAG [HEK]	GP120 [Jurkat]	0.725975261656	-0.456866813028
335	P6 [Jurkat]	PR [HEK]	0.747572815534	-0.456727098036
336	GP160 [HEK]	NEF [Jurkat]	0.75622542595	-0.456108296986
337	P6 [Jurkat]	VPU [HEK]	0.776381909548	-0.455627794232
338	GAG [Jurkat]	PR [Jurkat]	0.714285714286	-0.455385231754
339	REV [HEK]	VIF [HEK]	0.708944281525	-0.454233995894
340	GP160 [Jurkat]	IN [HEK]	0.747126436782	-0.454004000578
341	GP41 [HEK]	NEF [Jurkat]	0.799132947977	-0.453788764217
342	IN [Jurkat]	VPR [HEK]	0.788580246914	-0.453433641975
343	MA [Jurkat]	VPU [HEK]	0.769426751592	-0.452987609409
344	RT [HEK]	VPR [Jurkat]	0.72095548317	-0.452790487425
345	POL [Jurkat]	VIF [HEK]	0.683438155136	-0.452362562471
346	IN [HEK]	POL [Jurkat]	0.705450733753	-0.452203130708
347	MA [HEK]	VIF [Jurkat]	0.712925170068	-0.451956704903
348	POL [Jurkat]	PR [HEK]	0.716470588235	-0.451672786714
349	GP160 [Jurkat]	GP41 [HEK]	0.822972972973	-0.451075218274
350	VPR [HEK]	VPU [Jurkat]	0.769751693002	-0.450669726516
351	GP120 [HEK]	TAT [Jurkat]	0.754266211604	-0.450302770139
352	GAG [Jurkat]	POL [Jurkat]	0.693741677763	-0.45006356919
353	NEF [Jurkat]	POL [HEK]	0.727915194346	-0.44995384006
354	REV [HEK]	REV [Jurkat]	0.75	-0.449634468287
355	GP120 [HEK]	MA [HEK]	0.767399267399	-0.448832196173
356	MA [Jurkat]	VIF [HEK]	0.714285714286	-0.448076199163
357	CA [HEK]	P6 [HEK]	0.949438202247	-0.447473498492
358	NCC [Jurkat]	VPU [Jurkat]	0.741188318228	-0.447081359997
359	GAG [Jurkat]	VIF [HEK]	0.68862911796	-0.446997789009
360	GAG [HEK]	NEF [Jurkat]	0.74156219865	-0.446578402784
361	MA [Jurkat]	VPR [HEK]	0.781560283688	-0.446157107616
362	GP41 [HEK]	RT [Jurkat]	0.8208	-0.445625226807
363	REV [HEK]	RT [HEK]	0.735344827586	-0.445544000152
364	GP41 [HEK]	PR [HEK]	0.811141304348	-0.443594631358
365	GP160 [Jurkat]	PR [Jurkat]	0.770414201183	-0.442907128394
366	GAG [Jurkat]	PR [HEK]	0.725209080048	-0.442760484263
367	MA [HEK]	NCC [Jurkat]	0.761014686248	-0.442383217848
368	GP41 [Jurkat]	POL [Jurkat]	0.752116082225	-0.442345356683
369	GP160 [Jurkat]	VPR [HEK]	0.802884615385	-0.441748152977
370	GP41 [HEK]	P6 [Jurkat]	0.826923076923	-0.439805080045
371	GP41 [HEK]	TAT [Jurkat]	0.813559322034	-0.439743264413
372	GP160 [HEK]	TAT [Jurkat]	0.773071104387	-0.439643492802
373	GP41 [HEK]	GP41 [Jurkat]	0.841514726508	-0.439539273157
374	GP160 [Jurkat]	REV [Jurkat]	0.776595744681	-0.439137736693
375	GP160 [Jurkat]	VPU [HEK]	0.802631578947	-0.436698159111
376	GAG [HEK]	PR [HEK]	0.753462603878	-0.436492221069
377	POL [HEK]	VPR [Jurkat]	0.740286298569	-0.435467344661
