# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
7185	8837	binary;literature;signaling
51765	51765	binary;literature
1857	22893	binary;literature;signaling
3054	58487	binary;literature;signaling
2064	7094	binary;literature
10200	84060	binary;literature;signaling
28970	9319	binary;literature
1432	7867	binary;literature;signaling
7251	7314	binary;literature
10915	55692	binary;literature;signaling
2580	8312	binary;literature;signaling
55791	8738	binary;literature;signaling
2130	4515	binary;literature;signaling
10000	836	binary;literature
26058	80709	binary;literature
11183	4690	binary;literature
27122	56893	binary;literature;signaling
2533	2534	binary;literature;signaling;kinase
2353	7392	binary;literature;signaling
3857	6457	binary;literature
1400	5717	binary;literature;signaling
10048	3683	binary;literature;signaling
5190	55729	binary;literature;signaling
3915	51019	binary;literature;signaling
1956	4068	binary;literature
189	9627	binary;literature;signaling
51535	7431	binary;literature;signaling
5359	9721	binary;literature;signaling
2034	406	binary;literature;signaling
60492	6866	binary;literature;signaling
10572	939	binary;literature;signaling
5898	808	binary;literature
54550	55758	binary;literature;signaling
5050	63893	binary;literature
25988	7186	binary;literature;signaling
55284	56658	binary;literature
7846	88	binary;signaling
2697	7082	binary;literature;signaling
6919	84335	binary;literature;signaling
2130	6210	binary;literature;signaling
10606	1107	binary;literature;signaling
5359	80028	binary;literature;signaling
55791	9587	binary;literature;signaling
10589	51616	binary;literature;signaling
11007	27332	binary;literature;signaling
23230	25	binary;literature
4354	9905	binary;literature;signaling
23114	2885	binary;literature
25	8601	binary;literature
6602	83878	binary;literature;signaling
2534	4288	binary;literature
11171	11200	binary;literature
10919	9502	binary;literature
11179	8161	binary;literature;signaling
2060	7805	binary;literature;signaling
26994	29978	binary;literature;signaling
506	91647	binary;literature
4087	5915	binary;literature;signaling
2885	6261	binary;literature
580	84078	binary;literature;signaling
2130	6297	binary;literature;signaling
3866	3875	binary;literature;signaling
11007	8204	binary;literature;signaling
10477	51366	binary;literature
7158	8968	binary;literature
1630	4150	binary;literature;signaling
5359	55707	binary;literature;signaling
10421	6638	binary;literature
3064	6667	regulatory;binary;literature;signaling
1933	7076	binary;literature
6310	6601	binary;literature;signaling
81890	9869	binary;literature;signaling
1432	5925	binary;literature
3480	7529	binary;literature;signaling
6453	867	binary;literature
10477	26994	binary;literature
2534	5509	binary;literature
10524	3550	binary;literature;signaling
5987	63893	binary;literature
197131	7320	binary;literature;signaling
55512	55791	binary;signaling
1616	6517	binary;literature;signaling
4773	7431	binary;literature;signaling
29956	433	binary;literature;signaling
5516	5518	binary;literature
5515	5764	binary;literature;signaling
4659	5795	binary;literature
149371	54474	binary;literature
578	597	binary;literature;signaling
8887	90627	binary;literature;signaling
2017	55139	binary;literature;signaling
5793	7006	binary;literature
55183	7114	binary;literature
8658	9467	binary;literature
2130	3159	binary;literature;signaling
10813	3189	binary;literature;signaling
55844	6829	binary;literature
54464	7917	binary;literature;signaling
286514	7157	binary;literature;signaling
1742	80306	binary;literature
25959	8648	binary;literature
28986	55755	binary;literature;signaling
7013	826	binary;literature;signaling
2534	9282	binary;literature
199777	2274	binary;literature
2810	9721	binary;literature;signaling
163	9550	binary;literature
4599	7225	binary;literature;signaling
84966	9315	binary;literature
10946	11007	binary;literature;signaling
2066	5921	binary;literature
7391	8061	binary;literature;signaling
1775	2534	binary;literature
4914	5788	binary;literature
122786	4292	binary;literature;signaling
5660	9189	binary;literature;signaling
10040	27043	binary;literature;signaling
1029	115106	binary;literature
54978	56901	binary;literature;signaling
5076	583	binary;literature
339390	566	binary;literature
10919	1316	binary;literature;signaling
1062	83540	binary;literature
10617	29082	binary;literature
54810	5764	binary;literature;signaling
4087	7592	binary;literature;signaling
55734	57596	binary;literature;signaling
5720	7414	binary;literature;signaling
355	8737	binary;literature;signaling
4093	55898	binary;literature
10126	140735	binary;literature;signaling
1977	1978	binary;literature;signaling
4130	785	binary;literature
2274	6310	binary;literature;signaling
3875	8717	binary;literature;signaling
3692	55791	binary;literature;signaling
11052	51645	binary;complexes
1173	29079	binary;literature;signaling
84466	8449	binary;literature;signaling
56902	6829	binary;literature;signaling
7329	79589	binary;literature
2534	831	binary;literature
26511	4188	binary;literature;signaling
4690	9472	binary;literature
64403	84988	binary;literature;signaling
60491	8996	binary;literature;signaling
26508	6498	binary;literature;signaling
2972	84062	binary;literature
9322	998	binary;literature;signaling
3725	5602	binary;literature;signaling
59349	80306	binary;literature;signaling
112950	6921	binary;literature;signaling
2885	729	binary;literature
6421	7316	binary;literature;signaling
11244	3910	binary;literature;signaling
54474	9470	binary;literature
150771	56893	binary;literature
4905	5788	binary;literature
2036	90627	binary;literature;signaling
56159	7429	binary;literature;signaling
3178	7916	binary;literature;signaling
25	4007	binary;literature
1400	5216	binary;literature;signaling
3312	5997	binary;literature;signaling
10048	11065	binary;literature
22839	7314	binary;literature
1000	5796	binary;literature
10914	4087	binary;literature;signaling
1284	55729	binary;literature;signaling
5800	867	binary;literature
2885	5607	binary;literature
112401	7322	binary;literature
114327	56159	binary;literature
11031	4356	binary;literature;signaling
1893	473	binary;literature;signaling
51684	65988	binary;literature
8161	9513	binary;literature;signaling
3309	57062	binary;literature;signaling
339390	5313	binary;literature
3385	3683	binary;literature;signaling
3276	6279	binary;literature;signaling
6866	81552	binary;literature
5077	6663	binary;literature;signaling
10391	402665	binary;signaling
5701	5711	binary;literature;complexes
1398	29998	binary;literature
56893	84833	binary;literature
23043	9901	binary;literature
26994	8887	binary;literature;signaling
170082	4110	binary;literature;signaling
4223	5077	binary;literature;signaling
64750	9618	binary;literature;signaling
10989	29070	binary;literature
2064	2886	binary;literature;signaling
5365	9820	binary;literature;signaling
51534	54550	binary;literature;signaling
4171	4999	binary;literature
25842	51160	binary;literature;signaling
1398	1956	binary;literature;signaling;kinase
6342	857	binary;literature
10625	6434	binary;literature;signaling
10524	359845	binary;literature;signaling
2064	9610	binary;literature
5493	6498	binary;literature;signaling
55182	7324	binary;literature
10313	8405	binary;literature;signaling
26207	57085	binary;literature
6224	63893	binary;literature
665	8834	binary;literature;signaling
11338	26511	binary;literature;signaling
10213	29890	binary;literature
22981	80851	binary;literature;signaling
2885	8529	binary;literature
139105	6310	binary;literature
4698	9802	binary;literature;signaling
5976	6780	binary;literature;signaling
4090	57154	binary;literature;signaling
26071	8988	binary;literature;signaling
51690	8934	binary;literature
11051	84060	binary;literature;signaling
11065	2026	binary;literature;signaling
51283	7334	binary;literature
288	4088	binary;literature;signaling
1822	8646	binary;literature;signaling
1952	2617	binary;literature;signaling
7138	8500	binary;literature;signaling
55704	81565	binary;literature
11337	64422	binary;literature;signaling
112401	7324	binary;literature
215	5825	binary;literature
7083	84060	binary;literature;signaling
7322	81603	binary;literature
56893	9094	binary;literature;signaling
10444	6921	binary;literature
8612	9094	binary;literature;signaling
347	81488	binary;literature;signaling
1736	8607	binary;literature
81565	81565	binary;literature
4690	9793	binary;literature
10302	8715	binary;literature;signaling
11267	1856	binary;literature;signaling
5764	9905	binary;literature;signaling
2064	3667	binary;literature
2534	2826	binary;literature
27342	7316	binary;literature
1647	2512	binary;literature;signaling
1822	377	binary;literature;signaling
3932	7535	binary;literature;signaling;kinase
3431	4729	binary;literature
26128	79959	binary;literature;signaling
2806	80145	binary;literature;signaling
4110	4715	binary;literature;signaling
10681	4597	binary;literature;signaling
10421	914	binary;literature;signaling
5335	56955	binary;literature
1793	6714	binary;literature
2932	65110	binary;literature;signaling
55603	9817	binary;literature;signaling
2051	4301	binary;literature;signaling
4034	57142	binary;literature;signaling
6314	9463	binary;literature;signaling
5499	5511	binary;literature
151871	55388	binary;literature;signaling
10084	11161	binary;literature;signaling
1029	51053	binary;literature;signaling
23435	55968	binary;literature;signaling
25934	51280	binary;literature;signaling
10127	90933	binary;literature;signaling
11100	51003	binary;literature;signaling
22943	4093	binary;literature;signaling
4100	56904	binary;literature
57658	9265	binary;literature;signaling
1147	1147	binary;literature
10133	79735	binary;literature;signaling
1445	5787	binary;literature
27185	3797	binary;literature
585	8661	binary;literature
11007	151254	binary;literature;signaling
11345	6945	binary;literature;signaling
51510	9101	binary;literature
23595	8318	binary;literature
5468	8721	binary;literature;signaling
57562	6118	binary;literature;signaling
29979	7316	binary;literature
10627	8476	binary;literature
4097	4780	binary;literature;signaling
5093	9782	binary;literature;signaling
55791	5873	binary;literature;signaling
10458	11161	binary;literature;signaling
27185	988	binary;literature
10856	2222	binary;literature
11176	25	binary;literature
4100	7381	binary;literature;signaling
10659	2885	binary;literature
10516	8328	binary;literature;signaling
4282	79797	binary;literature;signaling
8454	8454	binary;literature
4694	64750	binary;literature
25865	667	binary;literature;signaling
7052	999	binary;literature
7525	80306	binary;literature
3964	7050	binary;literature
23051	6310	binary;literature;signaling
10197	54819	binary;literature;signaling
23607	914	binary;literature;signaling
2547	4817	binary;literature;signaling
10273	55585	binary;literature
11161	55643	binary;literature;signaling
26994	550	binary;literature;signaling
51177	80007	binary;literature
7325	84937	binary;literature
27301	4591	binary;literature;signaling
23254	8161	binary;literature;signaling
56893	64753	binary;literature;signaling
1951	23277	binary;literature
10040	23190	binary;literature
1803	6356	binary;literature;signaling
5092	5092	binary;literature
23062	6653	binary;literature;signaling
54882	81488	binary;literature;signaling
57820	7332	binary;literature;signaling
4089	6988	binary;literature
467	84966	binary;literature;signaling
1786	5987	binary;literature;signaling
4998	7251	binary;literature
4088	6498	binary;literature;signaling
56144	7088	binary;literature;signaling
246329	5465	binary;literature
5451	6667	binary;literature;signaling
55284	9604	binary;literature
26088	9146	binary;literature
1959	51003	binary;literature;signaling
2147	7056	binary;literature;signaling
1445	3399	binary;literature
4155	54840	binary;literature;signaling
51684	57333	binary;literature;signaling
51079	7251	binary;literature
8636	8636	binary;literature
23281	5682	binary;literature
56893	5764	binary;literature;signaling
22903	5365	binary;literature;signaling
3265	369	binary;literature;signaling
55072	8328	binary;literature;signaling
10482	4928	binary;literature
5359	7408	binary;literature;signaling
1822	1822	binary;literature
23371	3688	binary;literature
11200	7157	binary;literature;kinase
29888	51260	binary;literature;signaling
11052	11059	binary;literature;signaling
1029	55388	binary;literature;signaling
124460	4110	binary;literature;signaling
10381	23231	binary;literature
10062	6258	binary;signaling
25	2571	binary;literature
22929	6303	binary;literature
57060	9444	binary;literature
5159	5782	binary;literature
4747	8988	binary;literature
6652	6652	binary;literature
23499	4897	binary;literature
2189	9189	binary;literature;signaling
10399	28965	binary;literature;signaling
2261	4726	binary;literature;signaling
80321	8161	binary;literature;signaling
10060	1937	binary;literature;signaling
11170	3866	binary;literature;signaling
5580	5580	binary;literature;kinase
138046	7257	binary;literature
10075	10477	binary;literature
222389	60491	binary;literature;signaling
2203	64430	binary;literature
1892	2885	binary;literature
23101	84466	binary;literature
221981	6498	binary;literature
7920	81502	binary;literature
1627	25836	binary;literature;signaling
373	573	binary;literature
2139	63948	binary;literature;signaling
1742	2902	binary;literature;signaling
1400	390598	binary;signaling
6498	8535	binary;literature;signaling
2064	2268	binary;literature
4086	84079	binary;literature
11007	8328	binary;literature;signaling
6311	8031	binary;literature;signaling
26578	6606	binary;literature;signaling
1026	51608	binary;literature;signaling
2882	56893	binary;literature;signaling
5335	79723	binary;literature
23649	509	binary;literature;signaling
10524	266812	binary;literature;signaling
4155	6310	binary;literature;signaling
10241	114822	binary;literature;signaling
10188	55846	binary;literature
29903	55791	binary;literature;signaling
23139	6550	binary;literature;signaling
164127	4110	binary;literature;signaling
3425	4356	binary;literature
11007	51562	binary;literature;signaling
10524	79676	binary;literature;signaling
2274	64375	binary;literature
3198	79090	binary;literature;signaling
4233	5774	binary;literature
114823	93487	binary;literature
11073	207	binary;literature;kinase
57542	8161	binary;literature;signaling
1398	23114	binary;literature
2146	6185	binary;literature;signaling
167227	55577	binary;literature;signaling
10425	3566	binary;literature;signaling
1409	1415	binary;literature
5795	867	binary;literature
8161	8449	binary;literature;signaling
1059	8328	binary;literature;signaling
10625	1107	binary;literature;signaling
3039	537	binary;literature
4233	5793	binary;literature
4792	5770	binary;literature;signaling
11030	5300	binary;literature;signaling
6311	6457	binary;literature;signaling
84256	9869	binary;literature;signaling
55791	5708	binary;literature;signaling
140803	4627	binary;literature
1959	3054	binary;literature;signaling
2931	351	binary;literature
335	351	binary;literature
4068	6504	binary;literature
1956	25	binary;literature;kinase
2885	996	binary;literature
112401	3093	binary;literature
1915	56144	binary;literature;signaling
11170	7186	binary;literature;signaling
11007	60493	binary;literature
157285	5660	binary;literature;signaling
10152	11086	binary;literature
6048	7323	binary;literature;signaling
9111	9146	binary;literature;signaling
4188	54973	binary;literature;signaling
1915	54949	binary;literature;signaling
54715	9491	binary;literature;signaling
55182	55284	binary;literature
375	9266	binary;literature;signaling
1915	7704	binary;literature
23636	53371	binary;literature;signaling
57819	7704	binary;literature;signaling
9131	9131	binary;literature
23371	3695	binary;literature;signaling
3475	6016	binary;literature;signaling
196403	7324	binary;literature
11030	196477	binary;literature;signaling
4188	80125	binary;literature
1785	2885	binary;literature;signaling
7157	7158	binary;literature;signaling
5514	6457	binary;signaling
3198	4188	binary;literature;signaling
6811	7157	binary;literature;signaling
23476	2885	binary;literature
57178	57685	binary;literature
10069	11269	binary;literature
56992	57562	binary;literature;signaling
4670	83759	binary;literature;signaling
2318	5335	binary;literature
2885	5430	binary;literature
1942	5473	binary;literature;signaling
5500	596	binary;literature
25	8933	binary;literature
2534	57716	binary;literature
51282	7572	binary;literature;signaling
1407	7186	binary;literature;signaling
10133	51019	binary;literature;signaling
5770	6776	binary;literature;signaling
1915	4300	binary;literature;signaling
64750	8175	binary;literature;signaling
54778	55284	binary;literature
3437	3437	binary;literature
11075	81552	binary;literature
1386	3726	binary;literature
23421	71	binary;literature
5152	5152	binary;literature
253980	84708	binary;literature;signaling
10574	1400	binary;literature;signaling
55957	56159	binary;literature
4437	5111	binary;literature
63893	9557	binary;literature
26088	7314	binary;literature
3609	83755	binary;literature;signaling
10915	9869	binary;literature;signaling
10016	1612	binary;literature
5432	55791	binary;literature;signaling
29789	84164	binary;literature;signaling
1787	9094	binary;literature;signaling
6237	64979	binary;literature
51375	5335	binary;literature
114784	1398	binary;literature
2274	22900	binary;literature
2130	26148	binary;literature;signaling
4999	7014	binary;literature
1781	6990	binary;literature;signaling
2885	567	binary;literature
23326	5720	binary;literature
1398	9229	binary;literature
56893	8324	binary;literature;signaling
60491	6303	binary;literature
1432	8986	binary;literature;signaling;kinase
1760	6310	binary;literature;signaling
1434	6146	binary;literature
4171	4175	binary;literature;signaling;complexes
5500	9372	binary;literature;signaling
283234	5089	binary;literature;signaling
53616	7534	binary;literature
3841	8125	binary;literature;signaling
2242	7430	binary;literature
23269	4086	binary;literature;signaling
5893	5893	binary;literature
3854	3880	binary;literature
11051	11051	binary;literature
541468	55619	binary;literature
4893	6224	binary;literature
25855	2804	binary;literature;signaling
5296	80306	binary;literature
57862	81488	binary;literature;signaling
5037	5295	binary;literature
51778	88	binary;literature;signaling
25	4582	binary;literature;signaling;kinase
79101	80321	binary;signaling
27185	64753	binary;literature
2395	87	binary;literature;signaling
169966	84528	binary;literature
4188	7597	binary;literature;signaling
1975	1975	binary;literature
80028	83755	binary;literature;signaling
6477	6477	binary;literature
27113	597	binary;literature
3910	51003	binary;literature;signaling
3910	55183	binary;literature
9319	9587	binary;literature;signaling
3163	9001	binary;literature;signaling
51003	5985	binary;literature;signaling
3654	57161	binary;literature;signaling;kinase
6667	7071	binary;literature;signaling
7322	9921	binary;literature
2580	8615	binary;literature;signaling
23595	55388	binary;literature
1401	5595	binary;literature
10197	8202	binary;literature
60491	7186	binary;literature;signaling
10989	64400	binary;literature;signaling
10197	583	binary;literature
10342	114928	binary;signaling
10381	6091	binary;literature;signaling
23199	79873	binary;literature;signaling
83755	90594	binary;literature;signaling
10262	8859	binary;literature;signaling
121536	23641	binary;literature;signaling
6419	6419	binary;literature
65999	9319	binary;literature
2495	2512	binary;literature;signaling
1386	1386	binary;literature
1027	890	binary;literature;signaling
2202	5894	binary;literature;signaling
23265	9146	binary;literature;signaling
11007	3853	binary;literature;signaling
1951	23075	binary;literature;signaling
1838	56952	binary;literature;signaling
55183	5678	binary;literature
10048	4087	binary;literature;signaling
1956	5781	binary;literature;signaling
10254	54464	binary;literature;signaling
3866	84708	binary;literature;signaling
2547	5223	binary;literature
8161	9733	binary;literature;signaling
10847	1387	binary;literature;signaling
429	6929	binary;literature
4092	83595	binary;literature;signaling
10980	4023	binary;literature;signaling
7185	7186	binary;literature;signaling
2661	4715	binary;literature
5295	64499	binary;literature
57473	7071	binary;literature;signaling
140735	1780	binary;literature;signaling
389741	4188	binary;literature
56144	9869	binary;literature;signaling
3014	6829	binary;literature;signaling
3183	3845	binary;literature;signaling
4170	8870	binary;literature
2885	3240	binary;literature
4217	7529	binary;literature
1848	7988	binary;literature
2175	5295	binary;literature
10534	3603	binary;literature;signaling
54	7704	binary;literature;signaling
5800	7454	binary;literature
1743	2314	binary;literature;signaling
5468	6604	binary;literature
7704	975	binary;literature;signaling
6919	79269	binary;literature
10610	4088	binary;literature
642	7204	binary;literature;signaling
2885	5532	binary;literature
29950	57542	binary;literature;signaling
4817	9372	binary;literature;signaling
4591	79027	binary;literature;signaling
196403	7335	binary;literature
11129	6310	binary;literature;signaling
3866	51061	binary;literature;signaling
2534	25920	binary;literature
2064	26191	binary;literature
26353	26353	binary;literature
4193	7874	binary;literature;signaling
11039	7157	binary;signaling
6654	9467	binary;literature
5366	7704	binary;literature;signaling
1432	9518	binary;literature
2064	3716	binary;literature
4089	7750	binary;literature;signaling
5335	6261	binary;literature
10618	5335	binary;literature
11007	6495	binary;literature;signaling
1639	57473	binary;literature;signaling
10054	10055	binary;literature
10425	27185	binary;literature
335	8794	binary;literature;signaling
10058	8503	binary;literature
87	87	binary;literature
11124	6498	binary;literature;signaling
10363	54997	binary;literature;signaling
3984	9261	binary;literature;kinase
79734	8576	binary;literature
23191	2332	binary;literature;signaling
80204	9039	binary;literature
7916	9898	binary;literature;signaling
10211	2319	binary;literature;signaling
23649	4043	binary;literature;signaling
2551	6670	binary;literature;signaling
5049	54984	binary;literature
5788	8502	binary;literature
143684	83755	binary;literature
2885	9948	binary;literature
11007	55233	binary;literature;signaling
10401	6498	binary;literature;signaling
1407	5359	binary;literature;signaling
10459	8751	binary;literature
1617	23369	binary;literature
84107	90850	binary;literature;signaling
10241	6602	binary;literature;signaling
54464	55127	binary;literature
5335	6655	binary;literature;signaling
4137	7534	binary;literature;signaling
3983	7431	binary;literature;signaling
2130	440275	binary;literature
23265	585	binary;literature
8637	9470	binary;literature;signaling
9869	9921	binary;literature;signaling
3039	4673	binary;literature;signaling
29108	5573	binary;literature;signaling
5465	9612	binary;literature;signaling
56852	7319	binary;literature;signaling
473	5684	binary;literature;signaling
11059	4090	binary;literature;signaling
54507	8576	binary;literature
374650	6311	binary;literature
11194	6303	binary;literature
3932	80306	binary;literature;kinase
2286	5595	binary;literature
23087	51619	binary;literature
55284	84937	binary;literature
5300	8733	binary;literature;signaling
25843	9842	binary;literature;signaling
5721	5721	binary;literature
55791	5678	binary;literature;signaling
2885	9187	binary;literature
51586	6310	binary;literature;signaling
4701	5564	binary;literature
3866	60491	binary;literature;signaling
4110	78990	binary;literature
7465	7534	binary;literature;signaling
4287	5887	binary;literature;signaling
11258	5089	binary;literature;signaling
27232	407	binary;literature;signaling
7186	939	binary;literature;signaling
10425	54926	binary;literature
149371	3866	binary;literature;signaling
22954	56893	binary;literature;signaling
55737	57473	binary;literature;signaling
351	351	binary;literature
11248	25	binary;literature
2065	7409	binary;literature
29085	29947	binary;literature;signaling
149371	3875	binary;literature;signaling
6613	84232	binary;literature;signaling
7249	7531	binary;literature;signaling
4677	6310	binary;literature;signaling
64750	7805	binary;literature;signaling
11250	2534	binary;literature
10538	3726	binary;literature;signaling
355	8772	binary;literature;signaling
7186	9726	binary;literature;signaling
5566	56672	binary;literature
23518	6310	binary;literature
8676	8773	binary;literature;signaling;complexes
4086	4089	binary;literature;signaling
26994	59348	binary;literature;signaling
4149	5499	binary;literature
10611	56658	binary;literature;signaling
55512	84060	binary;literature;signaling
2805	83862	binary;literature
2101	55629	binary;literature;signaling
26060	55198	binary;literature;signaling
55734	9869	binary;literature;signaling
1639	582	binary;literature
5050	55791	binary;literature;signaling
55681	9372	binary;literature;signaling
7336	7681	binary;literature
3551	4214	binary;literature
150483	4103	binary;literature;signaling
84970	9802	binary;literature
3613	9709	binary;literature;signaling
1981	4686	binary;literature;signaling
3875	583	binary;literature
29922	84260	binary;literature;signaling
2547	529	binary;literature;signaling
266812	57562	binary;literature
57473	9659	binary;literature;signaling
4778	9796	binary;literature;signaling
84080	9260	binary;literature;signaling
3932	998	binary;literature
51691	5394	binary;literature;signaling
1493	941	binary;literature;signaling
10197	506	binary;literature;signaling
145483	4087	binary;literature
5092	55093	binary;literature;signaling
3399	3399	binary;literature
51729	8440	binary;literature;signaling
10241	6717	binary;literature;signaling
2661	57761	binary;literature;signaling
5900	6014	binary;literature;signaling
30008	3087	binary;literature;signaling
2130	25796	binary;literature
10605	26986	binary;literature
239	4000	binary;literature;signaling
6117	64400	binary;literature;signaling
4092	6660	binary;literature;signaling
4092	8458	binary;literature;signaling
54778	92912	binary;literature
63898	6455	binary;literature;signaling
3855	8661	binary;literature
7422	8829	binary;literature;signaling
23607	2534	binary;literature;signaling
25900	7518	binary;literature;signaling
2887	3643	binary;literature;signaling
23650	4292	binary;literature;signaling
468	58487	binary;literature
10801	10890	binary;literature
26060	5868	binary;literature;signaling
11157	5425	binary;literature;signaling
7565	81565	binary;literature
6456	6919	binary;literature;signaling
3603	63948	binary;literature;signaling
10611	8328	binary;literature;signaling
4189	6919	binary;literature;signaling
8028	81565	binary;literature
333	8894	binary;literature;signaling
1857	9129	binary;literature;signaling
2801	81876	binary;literature
56893	7186	binary;literature;signaling
10755	7162	binary;literature
394	64750	binary;literature;signaling
331	7325	binary;literature
138065	25900	binary;literature
11332	6310	binary;literature
57097	9319	binary;literature
56658	7322	binary;literature
29888	4282	binary;literature;signaling
5717	7704	binary;literature;signaling
3836	672	binary;literature;signaling
3430	5594	binary;literature
7329	9726	binary;literature;signaling
3093	54778	binary;literature
10382	1937	binary;literature
4690	85358	binary;literature
54708	55284	binary;literature
5717	9001	binary;literature;signaling
9454	9456	binary;literature;signaling
427	8848	binary;literature;signaling
10980	9377	binary;literature;signaling
23468	6672	binary;literature;signaling
5894	7529	binary;literature;signaling
1649	51171	binary;literature;signaling
5859	8446	binary;literature
23265	27185	binary;literature
10488	1230	binary;literature;signaling
11338	6733	binary;literature
4188	57326	binary;literature
4023	51631	binary;literature;signaling
2318	25	binary;literature
1822	79571	binary;literature;signaling
10524	3189	binary;literature;signaling
51562	5910	binary;literature;signaling
5660	9620	binary;literature;signaling
1410	1420	binary;literature
4281	7322	binary;literature
80198	84464	binary;literature
57062	7167	binary;literature;signaling
26003	5631	binary;literature;signaling
5359	79050	binary;literature;signaling
2130	5093	binary;literature;signaling
4914	5770	binary;literature;signaling
2130	63948	binary;literature;signaling
8907	92610	binary;literature;signaling
4087	6717	binary;literature;signaling
55578	6310	binary;literature;signaling
51535	9804	binary;literature
23266	50944	binary;literature;signaling
2885	3550	binary;literature
11335	127002	binary;literature;signaling
2984	5174	binary;literature
278	4589	binary;literature
4093	80124	binary;literature;signaling
10557	2534	binary;literature
1856	84904	binary;literature
63893	79685	binary;literature
27289	2886	binary;literature;signaling
5793	7454	binary;literature
64750	8557	binary;literature
6201	7322	binary;literature
10813	9921	binary;literature;signaling
25	7080	binary;literature
10342	10342	binary;literature
41	9463	binary;literature;signaling
5879	84552	binary;literature;signaling
5499	57082	binary;literature
1400	55643	binary;literature;signaling
50855	5879	binary;literature;signaling
118429	4087	binary;literature;signaling
23650	9513	binary;literature;signaling
22954	7335	binary;literature
3728	396	binary;literature;signaling
5691	5699	binary;literature
23163	4074	binary;literature;signaling
1021	896	binary;literature;signaling;complexes
5595	5800	binary;literature
10755	7049	binary;literature;signaling
2065	6464	binary;literature;signaling
11257	7157	binary;literature
3326	90627	binary;literature;signaling
6737	6737	binary;literature
4188	79843	binary;literature;signaling
4194	7532	binary;literature;signaling
5582	9463	binary;literature;signaling
5108	84289	binary;literature
10262	9584	binary;complexes
7013	7704	binary;literature;signaling
5515	64949	binary;literature;signaling
2885	669	binary;literature
56681	6310	binary;literature
387	6093	binary;literature;signaling
392	998	binary;literature;signaling
1398	22974	binary;literature
3093	6047	binary;literature
473	6613	binary;literature
7329	84186	binary;literature
2192	6498	binary;literature;signaling
29886	4690	binary;literature
4916	5770	binary;literature;signaling
10563	1937	binary;literature;signaling
4673	79187	binary;literature;signaling
599	90427	binary;literature
6277	6285	binary;literature;signaling
2885	3563	binary;literature
6703	8975	binary;literature;signaling
10971	56893	binary;literature;signaling
23705	55729	binary;literature;signaling
1478	1891	binary;literature;signaling
23162	60626	binary;literature;signaling
9372	9631	binary;literature
7164	89882	binary;literature;signaling
1848	4188	binary;literature;signaling
6810	8674	binary;literature;signaling
379	5223	binary;literature
7133	7186	binary;literature;signaling
3910	9094	binary;literature;signaling
114034	6189	binary;literature;signaling
2932	7157	binary;literature;signaling;kinase
3697	5290	binary;literature
11007	55122	binary;literature;signaling
6118	6176	binary;literature;signaling
6310	7447	binary;literature;signaling
7307	9541	binary;literature
875	875	binary;literature
578	578	binary;literature
132158	9319	binary;literature
1027	2885	binary;literature;signaling
1271	25	binary;literature
337867	4008	binary;literature;signaling
51283	51619	binary;literature
5300	79586	binary;literature;signaling
10174	1856	binary;literature;signaling
402665	55697	binary;signaling
26953	4087	binary;literature
5573	84281	binary;literature
10169	2638	binary;literature;signaling
6835	8703	binary;literature;signaling
25	64111	binary;literature
163	55145	binary;literature;signaling
6628	84164	binary;literature;signaling
1000	5778	binary;literature
3866	54474	binary;literature;signaling
10241	94039	binary;literature;signaling
7534	9610	binary;literature;signaling
5579	653361	binary;literature
1284	6498	binary;literature;signaling
1936	962	binary;literature;signaling
5501	896	binary;literature
29115	6829	binary;literature;signaling
26140	51497	binary;literature
2596	5580	binary;literature;signaling
2175	672	binary;literature;signaling
2885	51726	binary;literature
79643	9101	binary;literature
7917	9869	binary;literature;signaling
1207	2035	binary;literature;signaling
56159	57642	binary;literature
5777	80021	binary;literature;signaling
151648	5528	binary;literature
10539	65220	binary;literature;signaling
284058	3866	binary;literature;signaling
4168	5962	binary;literature
57474	84062	binary;literature
5706	5706	binary;literature
2534	3265	binary;literature;signaling
843	843	binary;literature
331	55284	binary;literature
2001	6210	binary;literature;signaling
1337	2885	binary;literature
23421	23647	binary;literature;signaling
10980	8575	binary;literature;signaling
114784	25	binary;literature
23533	6390	binary;literature
26086	26086	binary;literature
1398	22918	binary;literature
2661	3609	binary;literature;signaling
51691	5413	binary;literature;signaling
10621	8899	binary;literature;signaling
2065	7535	binary;literature
10158	10980	binary;literature;signaling
1870	9564	binary;literature;signaling
10458	51517	binary;literature;signaling
1398	4969	binary;literature
59286	9092	binary;literature
10567	55093	binary;literature;signaling
197131	2495	binary;literature;signaling
7314	7763	binary;literature
4627	6286	binary;literature
3757	4726	binary;literature;signaling
51550	84126	binary;literature
10907	121268	binary;literature;signaling
3219	4188	binary;literature;signaling
29947	3065	binary;literature;signaling
22978	29922	binary;literature
81631	8878	binary;literature;signaling
51412	57017	binary;literature
4089	55660	binary;literature;signaling
165530	6310	binary;literature
138065	2130	binary;literature;signaling
60528	84164	binary;literature;signaling
10048	27185	binary;literature;signaling
28964	4122	binary;literature;signaling
51588	55791	binary;literature;signaling
10440	9001	binary;literature;signaling
1615	3320	binary;literature;signaling
54855	9802	binary;literature;signaling
51619	6047	binary;literature
2975	84164	binary;literature;signaling
3866	7251	binary;literature;signaling
4093	7266	binary;literature;signaling
